condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.011122951284050941,0.023374758660793304,0.0014257194707170129,0.023222843185067177,0.0029253223910927773,0.00668696966022253,0.0020775797311216593,0.11926394701004028,0.4203872084617615,0.0018873160006478429,0.008763901889324188,0.0011734594590961933,0.006693466100841761,0.012790121138095856,0.6939740180969238,0.0015282990643754601,0.9565396904945374,0.00241122767329216,0.0045114243403077126,0.13232870399951935,0.49282488226890564,0.6777107119560242,0.09083019942045212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0005343356751836836,0.4633601903915405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9454436898231506,0.001463310676626861,0.6816080808639526,0.9843013882637024,0.9605098366737366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.01978566311299801,0.0014917885418981314,0.010982953943312168,0.09475426375865936,0.6090799570083618,0.08234325796365738,0.18915368616580963,0.0005396922933869064,0.004808844532817602,0.0003453406097833067,0.030170990154147148,0.003814841853454709,0.01255034375935793,0.01826159469783306,0.0025654423516243696,0.4131871461868286,0.037105076014995575,0.22248487174510956,0.0719403550028801,0.012042076326906681,0.0028363559395074844,0.008602939546108246,0.045711301267147064,0.8359462022781372,0.025892747566103935,0.25294601917266846,0.0007330379448831081,0.09613343328237534,0.13743966817855835,0.01703893579542637,0.030970612540841103,0.2547443211078644,0.006182843819260597,0.05622077360749245,0.04448898509144783,0.0570751316845417
1,0.08519597351551056,0.0045891390182077885,0.02043609321117401,0.008620722219347954,0.04474862664937973,0.49183517694473267,0.10344992578029633,0.0007931559812277555,0.05207770690321922,0.7235995531082153,0.10846961289644241,0.2875834107398987,0.030058538541197777,0.035049788653850555,0.06667793542146683,0.17914581298828125,0.04959574341773987,0.42553815245628357,0.0023652079980820417,0.024737905710935593,0.17841842770576477,0.011258118785917759,0.8388633131980896,0.14059314131736755,0.02965797297656536,0.0012432779185473919,0.1195639967918396,0.9638863205909729,0.17539452016353607,0.7477176785469055,0.5931803584098816,0.0,0.0,0.0,0.0,0.0
1,0.5752137899398804,0.008828512392938137,0.002331606112420559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.7600463628768921,0.005918456707149744,0.002463867189362645,0.0027281607035547495,0.0015514976112172008,0.0014900699025020003,0.008951671421527863,0.0036874813959002495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8644115328788757,0.0003581403288990259,0.006493183318525553,0.0022079013288021088,0.0076181055046617985,0.00786952581256628,0.00384597503580153,0.01977074332535267,0.49157285690307617,0.0059036314487457275,0.05991771072149277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0130345793440938,0.2457800805568695,0.8496659994125366,0.9608567357063293,0.0865139290690422,0.6876543164253235,0.9691755771636963,0.8719429969787598,0.966127872467041,0.9791958332061768,0.8037513494491577,0.14051546156406403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.02701004035770893,0.008304327726364136,0.02558896504342556,0.0014361796202138066,0.009870241396129131,0.018063880503177643,0.005005978513509035,0.005304178688675165,0.07195772230625153,0.03702407330274582,0.06482813507318497,0.015180756337940693,0.004203431308269501,0.4894501566886902,0.018781011924147606,0.12139606475830078,0.12704509496688843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0011489245807752013,0.5982773900032043,0.9488359093666077,0.016646327450871468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2848603427410126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001710590673610568,0.0033781484235078096,0.004079162608832121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011217448860406876,0.004889429546892643,0.008916877210140228,0.010296597145497799,0.25083568692207336,0.041777174919843674,0.09123723953962326,0.0014533817302435637,0.008970070630311966,0.010573471896350384,0.003343374002724886,0.3474818170070648,0.0012057843850925565,0.013529360294342041,0.0010436956072226167,0.15101052820682526,0.014251482672989368,0.003057848894968629,0.003805423155426979,0.0005701339105144143,0.009050922468304634,0.017027126625180244,0.6800574660301208,0.17008498311042786,0.014571716077625751,0.33196690678596497,0.016953468322753906,0.02595834620296955,0.016291195526719093,0.7435281872749329,0.05721031874418259,0.1273212879896164,0.030534300953149796,0.015030553564429283,0.14403843879699707,0.0
1,0.975295901298523,0.9285721182823181,0.9844099283218384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.05463838577270508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006921088322997093,0.004325215704739094,0.009106108918786049,0.0022336100228130817,0.003245139727368951,0.010175121948122978,0.015480497851967812,0.00566365011036396,0.01605983078479767,0.16056965291500092,0.010253285057842731,0.028863074257969856,0.8498719334602356,0.899617075920105,0.062382131814956665,0.02600903809070587,0.9731667637825012,0.24494871497154236,0.04576868936419487,0.03386995196342468,0.013414805755019188,0.05737880617380142,0.010168750770390034,0.12593550980091095,0.2370227873325348,0.01890847645699978,0.0029534201603382826,0.035476937890052795,0.017334258183836937,0.009410922415554523,0.0005970379570499063,0.005398511420935392,0.016825443133711815,0.006461864337325096,0.008630809374153614,0.003821632592007518
1,0.0009087415528483689,0.08540649712085724,0.060923490673303604,0.21169918775558472,0.0016472387360408902,0.906474769115448,0.005352148320525885,0.03385404124855995,0.0024270066060125828,0.02695741318166256,0.8690015077590942,0.004616793245077133,0.086061030626297,0.7951357960700989,0.5166119337081909,0.004536266904324293,0.0011694813147187233,0.03175026550889015,0.014287540689110756,0.21983326971530914,0.07552000135183334,0.07918946444988251,0.17052261531352997,0.19247600436210632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002808257704600692,0.8515186905860901,0.00534423440694809,0.05398273095488548,0.1340845674276352,0.22791315615177155,0.365630179643631,0.7287594676017761,0.7403177618980408,0.01100756786763668,0.02297092229127884,0.6843385100364685,0.8078609704971313,0.00906194094568491,0.961678147315979,0.6519262790679932,0.023516865447163582,0.4122859835624695,0.9810489416122437,0.9952558875083923,0.872024655342102,0.9512351751327515,0.08346687257289886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011947513557970524,0.0006037114071659744,0.0008625559275969863,0.005270088091492653,0.004540476482361555,0.002132251625880599,0.0006302064866758883,0.007933770306408405,0.0008007590076886117,0.00015665637329220772,0.006379618775099516,0.013653689064085484,0.41341838240623474,0.0070749917067587376,0.0023864894174039364,0.020475827157497406,0.001121331937611103,0.0023917434737086296,0.010809476487338543,0.0015345570864155889,0.06593305617570877,0.013945445418357849,0.002471249783411622,0.00168781413231045,0.005627105012536049,0.007509760092943907,0.0077292779460549355,0.007725987583398819,0.005029998254030943,0.28000712394714355,0.00528020691126585,0.019083326682448387,0.001289712730795145,0.02087900973856449,0.0007050291751511395,0.017138425260782242
1,0.9862812161445618,0.0027843427378684282,0.29889506101608276,0.06444595009088516,0.34279006719589233,0.6978477835655212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.05748016759753227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.006930251605808735,0.025852957740426064,0.0025563256349414587,0.002283492824062705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.007777797523885965,0.005670738406479359,0.029471442103385925,0.07134842872619629,0.24126526713371277,0.04978843405842781,0.6734619140625,0.0019760355353355408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006836388725787401,0.04624824970960617,0.0037654603365808725,0.6952199339866638,0.0034951381385326385,0.007403378374874592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.053750619292259216,0.010863047093153,0.004513257648795843,0.9767032265663147,0.10705127567052841,0.001008609659038484,0.001407770672813058,0.004237551242113113,0.04770730063319206,0.009604162536561489,0.002971648471429944,0.02279767394065857,0.012452761642634869,0.009118279442191124,0.0884270891547203,0.006040272302925587,0.007096078712493181,0.0037309634499251842,0.09214147925376892,0.017197811976075172,0.9658253788948059,0.9016121029853821,0.9462336301803589,0.014166784472763538,0.01013229601085186,0.0445982962846756,0.004575718659907579,0.22054660320281982,0.04329677298665047,0.0014270751271396875,0.04495588690042496,0.41917017102241516,0.9724187254905701,0.004006463102996349,0.0003724189300555736,0.001988388132303953
0,0.12825125455856323,0.028825845569372177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.17433802783489227,0.0022970594000071287,0.027460971847176552,0.008961516432464123,0.006075774319469929,0.05501200258731842,0.016875360161066055,0.03380526229739189,0.04598741605877876,0.004661787301301956,0.04702918976545334,0.011804272420704365,0.02219374105334282,0.008542044088244438,0.007640788797289133,0.0005458990926854312,0.023914139717817307,0.0027605139184743166,0.0008273499552160501,0.0011487440206110477,0.0007573351613245904,0.0023917958606034517,0.24715040624141693,0.006511409766972065,0.004802023526281118,0.007207146845757961,0.002572560915723443,0.4375183582305908,0.19275829195976257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.14351163804531097,0.3635978698730469,0.004101212602108717,0.9367609620094299,0.00345913739874959,0.949135959148407,0.9670810699462891,0.9747689366340637,0.20859405398368835,0.2689467966556549,0.017645521089434624,0.043317340314388275,0.22794188559055328,0.3461296856403351,0.42455044388771057,0.37403643131256104,0.04567418619990349,0.0005192816024646163,0.031308360397815704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.7417911887168884,0.23964378237724304,0.0010723189916461706,0.18769578635692596,0.15769252181053162,0.9687998294830322,0.007240218110382557,0.14420463144779205,0.0519886277616024,0.10430081188678741,0.16141632199287415,0.27924835681915283,0.770517885684967,0.053694359958171844,0.19850966334342957,0.6270591616630554,0.6946108341217041,0.3055732846260071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7057507038116455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.003525270614773035,0.00024134942214004695,0.020722048357129097,0.0010697300313040614,0.016185231506824493,0.002308277878910303,0.03943227231502533,0.06736931949853897,0.05630515515804291,0.001092397142201662,0.006428288295865059,0.3913719356060028,0.020636344328522682,0.0016154334880411625,0.6059328317642212,0.0023245089687407017,0.04185398668050766,0.011144891381263733,0.004555750172585249,0.0018255067989230156,0.004281553439795971,0.017870375886559486,0.13981127738952637,0.0050573511980473995,0.05476151034235954,0.14335843920707703,0.005911147687584162,0.011095471680164337,0.007865342311561108,0.04894169420003891,0.3302931487560272,0.05172692611813545,0.030805112794041634,0.0019761708099395037,0.31431320309638977,0.002231630962342024
0,0.004076521378010511,0.008054452948272228,0.013438309542834759,0.10326992720365524,0.0028135250322520733,0.006788874045014381,0.008425341919064522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004872260615229607,0.5765007138252258,0.01523739192634821,0.003975042141973972,0.0036902418360114098,0.005113445688039064,0.004540039226412773,0.005698069930076599,0.014735015109181404,0.0018718632636591792,0.028369838371872902,0.0030605087522417307,0.0115663455799222,0.005494316574186087,0.006856150459498167,0.003048742190003395,0.005151840858161449,0.006143196485936642,0.00020652385137509555,0.0028986174147576094,0.003662365023046732,0.002500533126294613,0.0014584498712792993,0.0007126704440452158,0.008410229347646236,0.01652701385319233,0.013326495885848999,0.006922875065356493,0.008157328702509403,0.005414952989667654,0.0015961864264681935,0.0041669802740216255,0.33836519718170166,0.0074339332059025764,0.006683277431875467,0.001071420032531023
1,0.0004798330191988498,0.0024856238160282373,0.012197045609354973,0.004560263827443123,0.0038529597222805023,0.0076118647120893,0.1168188601732254,0.011067242361605167,0.002551811747252941,0.0023790413979440928,0.00725514255464077,0.016065679490566254,0.03196655213832855,0.01775871030986309,0.0009175578015856445,0.051121052354574203,0.039677638560533524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17789910733699799,0.009282587096095085,0.13574880361557007,0.0077380347065627575,0.021764900535345078,0.010210721753537655,0.10078390687704086,0.01621277816593647,0.6210917234420776,0.042211610823869705,0.0015677274204790592,0.01543495524674654,0.001812358503229916,0.06836302578449249,0.03763246908783913,0.06592380255460739,0.015051152557134628,0.0018269383581355214,0.4477427899837494,0.7291115522384644,0.5252549052238464,0.008008401840925217,0.008871112018823624,0.006954199634492397,0.01002554688602686,0.4066203832626343,0.08980853855609894,0.0696980282664299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0029434256721287966,0.02243916504085064,0.00021032299264334142,0.013881183229386806,0.014221463352441788,0.0045691728591918945,0.001372435363009572,0.0015163876814767718,0.006190531421452761,0.012452338822185993,0.002307716989889741,0.001190957147628069,0.9568329453468323,0.0027856100350618362,0.016912685707211494,0.00391893507912755,0.005981480702757835,0.01114368811249733,0.011789114214479923,0.033646438270807266,0.00412304000928998,0.0010789477964863181,0.0033946791663765907,0.0005903432029299438,0.0033406419679522514,0.00703784916549921,0.0017015006160363555,0.03292281553149223,0.0009069998632185161,0.0016948847332969308,0.00422732625156641,0.005915836896747351,0.04819558933377266,0.0024212754797190428,0.015164419077336788,0.0009540424798615277
1,0.461408406496048,0.9854673147201538,0.03229573741555214,0.35002896189689636,0.5141081213951111,0.002984502585604787,0.2706751823425293,0.22436262667179108,0.007704270537942648,0.8761994242668152,0.0044541568495333195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2103857845067978,0.0180988647043705,0.2940993010997772,0.004417642019689083,0.14156627655029297,0.040878694504499435,0.3690641522407532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.19377294182777405,0.7715370655059814,0.01982884481549263,0.8468959927558899,0.03478663042187691,0.7868804335594177,0.9628545045852661,0.5801260471343994,0.8393789529800415,0.028259597718715668,0.8461833596229553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.021421022713184357,0.001573595218360424,0.04016606882214546,0.8312585353851318,0.3487618863582611,0.9233848452568054,0.007278684992343187,0.003562717232853174,0.7739279270172119,0.010255404748022556,0.1954464316368103,0.976407527923584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0035772910341620445,0.009447420947253704,0.0231242123991251,0.008716590702533722,0.03489987552165985,0.00266258348710835,0.004454702604562044,0.0012165461666882038,0.0010356776183471084,0.0005304293590597808,0.000667761720251292,0.006075690500438213,0.010697713121771812,0.0011139463167637587,0.00355177978053689,0.20085427165031433,0.026734452694654465,0.010387000627815723,0.004047694616019726,0.03412836790084839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.010934604331851006,0.9212656021118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0033559242729097605,0.009778001345694065,0.0018511975649744272,0.0389644019305706,0.013211652636528015,0.9635799527168274,0.014934355393052101,0.07081474363803864,0.006279271095991135,0.025222329422831535,0.012244273908436298,0.0011293187271803617,0.2577473819255829,0.03241294249892235,0.0035266627091914415,0.0008439500816166401,0.0038309746887534857,0.010244432836771011,0.14374171197414398,0.031807251274585724,0.0021036281250417233,0.011772493831813335,0.05411969870328903,0.10594616830348969,0.019677139818668365,0.10305223613977432,0.004047885537147522,0.007204005029052496,0.031465932726860046,0.13544556498527527,0.02063525654375553,0.8514074087142944,0.009791695512831211,0.022511309012770653,0.0018721937667578459,0.08033768832683563
1,0.18242576718330383,0.008661618456244469,0.102645143866539,0.21045243740081787,0.9708915948867798,0.16687126457691193,0.2366800606250763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8942916989326477,0.2200629562139511,0.14617305994033813,0.6047693490982056,0.6680052876472473,0.9423069953918457,0.025320295244455338,0.9103838205337524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.010943555273115635,0.012353709898889065,0.006154491100460291,0.001632990431971848,0.0038286023773252964,0.001787130138836801,0.024665774777531624,0.03135582059621811,0.0028674777131527662,0.0023367840331047773,0.004813170526176691,0.009902003221213818,0.0024082083255052567,0.005626963917165995,0.0013773783575743437,0.9858210682868958,0.0025279736146330833,0.02413688600063324,0.07361215353012085,0.27516433596611023,0.010656984522938728,0.00022800351143814623,0.0030888139735907316,0.07060445100069046,0.003907402046024799,0.018894009292125702,0.015862390398979187,0.001396097126416862,0.001294167130254209,0.03963921219110489,0.4176748991012573,0.0033270257990807295,0.0,0.0,0.0,0.0
1,0.0014439793303608894,0.04123242199420929,0.26859572529792786,0.006282520946115255,0.010160522535443306,0.0011674934066832066,0.013943864963948727,0.4665128290653229,0.02024698443710804,0.012531820684671402,0.007206645328551531,0.905877411365509,0.0009983411291614175,0.028603294864296913,0.036771416664123535,0.0011398026254028082,0.01210316177457571,0.002274618251249194,0.012943943031132221,0.005227678455412388,0.1788066178560257,0.018667522817850113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2678277790546417,0.00865129940211773,0.001001523807644844,0.234959214925766,0.0038155815564095974,0.0011880294186994433,0.0068189604207873344,0.001722640939988196,0.007327962666749954,0.0017935179639607668,0.00643283361569047,0.0007187982555478811,0.006859290413558483,0.0012356903171166778,0.0032991059124469757,0.46644797921180725,0.001976753119379282,0.0031230191234499216,0.0011278592282906175,0.005363723263144493,0.006201794371008873,0.603618323802948,0.06508973985910416,0.003535778494551778,0.0016356823034584522,0.052800070494413376,0.04387634992599487,0.017135076224803925,0.003163492539897561,0.03392051160335541,0.0,0.0,0.0,0.0,0.0,0.0
